disturbance_type,event_id,disturbance_year,observation_year,years_since_disturbance,supported_site_reference_pairs,blue_gap_median,blue_gap_mean,blue_gap_sd,dist_blue_median,ref_blue_median,green_gap_median,green_gap_mean,green_gap_sd,dist_green_median,ref_green_median,red_gap_median,red_gap_mean,red_gap_sd,dist_red_median,ref_red_median,nir_gap_median,nir_gap_mean,nir_gap_sd,dist_nir_median,ref_nir_median,swir1_gap_median,swir1_gap_mean,swir1_gap_sd,dist_swir1_median,ref_swir1_median,swir2_gap_median,swir2_gap_mean,swir2_gap_sd,dist_swir2_median,ref_swir2_median,nbr_gap_median,nbr_gap_mean,nbr_gap_sd,dist_nbr_median,ref_nbr_median,ndvi_gap_median,ndvi_gap_mean,ndvi_gap_sd,dist_ndvi_median,ref_ndvi_median
fire_total,fire_20071080498_2007,2007,2018,11,6,-0.010106,-0.009008,0.004610,0.033729,0.024283,-0.017222,-0.013072,0.008177,0.051295,0.036150,-0.017407,-0.013846,0.006455,0.038033,0.022585,-0.080959,-0.067430,0.036955,0.276616,0.220021,-0.116600,-0.103354,0.039617,0.192748,0.073625,-0.063442,-0.057544,0.022891,0.098120,0.029357,0.235107,0.204069,0.115376,0.475650,0.710758,0.048498,0.036360,0.040656,0.759503,0.805605
fire_total,fire_20071080498_2007,2007,2019,12,6,-0.015606,-0.012781,0.006901,0.033654,0.017147,-0.019607,-0.018072,0.010889,0.054402,0.031116,-0.020769,-0.017495,0.007846,0.040941,0.017876,-0.087526,-0.076196,0.036232,0.278927,0.208925,-0.111677,-0.098530,0.039331,0.179761,0.065863,-0.057943,-0.053504,0.023853,0.090215,0.027019,0.203012,0.191948,0.119930,0.509267,0.727737,0.055431,0.051547,0.041268,0.752337,0.809208
fire_total,fire_20071080710_2007,2007,2005,-2,1,0.000303,0.000303,,0.027782,0.028085,0.009295,0.009295,,0.043210,0.052505,0.007343,0.007343,,0.030340,0.037683,0.048208,0.048208,,0.176667,0.224875,0.016060,0.016060,,0.105305,0.121365,0.007508,0.007508,,0.052505,0.060013,-0.021479,-0.021479,,0.585416,0.563937,-0.023945,-0.023945,,0.737458,0.713513
fire_total,fire_20071080710_2007,2007,2007,0,1,-0.003850,-0.003850,,0.028222,0.024372,0.008016,0.008016,,0.039951,0.047967,0.011729,0.011729,,0.026669,0.038398,0.038390,0.038390,,0.171525,0.209915,0.021780,0.021780,,0.095488,0.117268,0.005541,0.005541,,0.044489,0.050030,0.014095,0.014095,,0.587097,0.601192,0.003604,0.003604,,0.702801,0.706405
fire_total,fire_20071080710_2007,2007,2008,1,1,0.004758,0.004758,,0.024455,0.029213,0.012059,0.012059,,0.034259,0.046318,-0.008071,-0.008071,,0.038796,0.030725,0.162223,0.162223,,0.100355,0.262578,-0.009680,-0.009680,,0.145015,0.135335,-0.040838,-0.040838,,0.103105,0.062267,0.630426,0.630426,,-0.013793,0.616633,0.349955,0.349955,,0.440534,0.790489
fire_total,fire_20071080710_2007,2007,2010,3,1,-0.003631,-0.003631,,0.025693,0.022062,0.003877,0.003877,,0.038645,0.042522,-0.009268,-0.009268,,0.040323,0.031055,0.069905,0.069905,,0.128103,0.198008,-0.048510,-0.048510,,0.162230,0.113720,-0.051920,-0.051920,,0.100162,0.048242,0.444714,0.444714,,0.150868,0.595582,0.198664,0.198664,,0.520790,0.719454
fire_total,fire_20071080710_2007,2007,2011,4,1,-0.004043,-0.004043,,0.034520,0.030477,-0.000110,-0.000110,,0.054650,0.054540,-0.003300,-0.003300,,0.047060,0.043760,0.066165,0.066165,,0.168005,0.234170,-0.056869,-0.056869,,0.192727,0.135858,-0.040123,-0.040123,,0.106708,0.066585,0.351468,0.351468,,0.223133,0.574601,0.122736,0.122736,,0.562365,0.685101
fire_total,fire_20071080710_2007,2007,2012,5,1,0.001966,0.001966,,0.026710,0.028676,0.008965,0.008965,,0.038150,0.047115,0.008869,0.008869,,0.035125,0.043994,0.024199,0.024199,,0.179088,0.203287,-0.032244,-0.032244,,0.184079,0.151835,-0.032739,-0.032739,,0.108041,0.075302,0.210703,0.210703,,0.251872,0.462575,-0.027989,-0.027989,,0.671580,0.643591
fire_total,fire_20071080710_2007,2007,2013,6,1,-0.014382,-0.014382,,0.033901,0.019519,-0.006751,-0.006751,,0.048229,0.041478,-0.012155,-0.012155,,0.041134,0.028979,0.032353,0.032353,,0.182938,0.215291,-0.056773,-0.056773,,0.182222,0.125449,-0.047630,-0.047630,,0.107395,0.059765,0.309442,0.309442,,0.260866,0.570308,0.132960,0.132960,,0.626938,0.759898
fire_total,fire_20071080710_2007,2007,2014,7,1,-0.006545,-0.006545,,0.031715,0.025170,0.001210,0.001210,,0.050910,0.052120,-0.001127,-0.001127,,0.039085,0.037958,0.021999,0.021999,,0.210493,0.232492,-0.051535,-0.051535,,0.187173,0.135638,-0.034815,-0.034815,,0.104453,0.069638,0.235195,0.235195,,0.322018,0.557213,0.041185,0.041185,,0.686791,0.727976
fire_total,fire_20071080710_2007,2007,2015,8,1,-0.002228,-0.002228,,0.031990,0.029762,-0.000247,-0.000247,,0.048132,0.047885,-0.005885,-0.005885,,0.045217,0.039332,0.026015,0.026015,,0.194130,0.220145,-0.042543,-0.042543,,0.172295,0.129752,-0.040095,-0.040095,,0.101785,0.061690,0.236796,0.236796,,0.326193,0.562989,0.057637,0.057637,,0.622160,0.679797
fire_total,fire_20071080710_2007,2007,2017,10,1,-0.005143,-0.005143,,0.027370,0.022227,-0.006930,-0.006930,,0.049865,0.042935,-0.005582,-0.005582,,0.037985,0.032403,-0.005472,-0.005472,,0.235875,0.230403,-0.056403,-0.056403,,0.174523,0.118120,-0.036602,-0.036602,,0.093122,0.056520,0.177975,0.177975,,0.425972,0.603947,0.039138,0.039138,,0.722053,0.761191
fire_total,fire_20071080710_2007,2007,2018,11,1,-0.009350,-0.009350,,0.030312,0.020962,-0.004908,-0.004908,,0.051281,0.046373,-0.006600,-0.006600,,0.037930,0.031330,-0.028724,-0.028724,,0.257614,0.228890,-0.043106,-0.043106,,0.171016,0.127910,-0.026139,-0.026139,,0.086289,0.060150,0.090633,0.090633,,0.491332,0.581965,0.014124,0.014124,,0.743903,0.758027
fire_total,fire_20071080710_2007,2007,2019,12,1,-0.004373,-0.004373,,0.028855,0.024482,-0.007755,-0.007755,,0.054953,0.047198,-0.005061,-0.005061,,0.038508,0.033447,-0.006546,-0.006546,,0.257188,0.250642,-0.027198,-0.027198,,0.163633,0.136435,-0.016253,-0.016253,,0.078300,0.062047,0.066050,0.066050,,0.526937,0.592987,0.018610,0.018610,,0.733579,0.752189
fire_total,fire_20071080710_2007,2007,2021,14,1,-0.001458,-0.001458,,0.022145,0.020687,0.000055,0.000055,,0.044640,0.044695,-0.000014,-0.000014,,0.029405,0.029391,-0.034856,-0.034856,,0.273055,0.238199,-0.027912,-0.027912,,0.153292,0.125380,-0.015056,-0.015056,,0.073075,0.058019,0.026561,0.026561,,0.581722,0.608283,-0.008769,-0.008769,,0.797319,0.788550
fire_total,fire_20071080710_2007,2007,2022,15,1,-0.001966,-0.001966,,0.020467,0.018501,-0.002117,-0.002117,,0.048187,0.046070,0.001884,0.001884,,0.028030,0.029914,-0.051659,-0.051659,,0.298135,0.246476,-0.023553,-0.023553,,0.147572,0.124019,-0.012265,-0.012265,,0.068070,0.055805,-0.020187,-0.020187,,0.635414,0.615227,-0.041429,-0.041429,,0.823664,0.782235
fire_total,fire_20071080710_2007,2007,2024,17,1,-0.017160,-0.017160,,0.038150,0.020990,-0.003411,-0.003411,,0.055063,0.051652,-0.014987,-0.014987,,0.048902,0.033915,0.062563,0.062563,,0.156070,0.218633,-0.042928,-0.042928,,0.176833,0.133905,-0.066496,-0.066496,,0.127553,0.061057,0.473840,0.473840,,0.069580,0.543420,0.229008,0.229008,,0.502409,0.731417
fire_total,fire_20071080710_2007,2007,2025,18,1,-0.016761,-0.016761,,0.039112,0.022351,-0.003327,-0.003327,,0.054237,0.050910,-0.011935,-0.011935,,0.045355,0.033420,0.031034,0.031034,,0.193167,0.224201,-0.047011,-0.047011,,0.178070,0.131059,-0.053694,-0.053694,,0.116085,0.062391,0.334876,0.334876,,0.244518,0.579394,0.126264,0.126264,,0.622480,0.748744
fire_total,fire_20082000011_2008,2008,2005,-3,2,-0.003533,-0.003533,0.011687,0.030951,0.027418,-0.000832,-0.000832,0.008643,0.044743,0.043911,0.000632,0.000632,0.014040,0.028126,0.028758,-0.046489,-0.046489,0.059561,0.274567,0.228078,-0.000420,-0.000420,0.009945,0.104865,0.104445,0.000062,0.000062,0.001293,0.043072,0.043134,-0.063306,-0.063306,0.080655,0.741418,0.678113,-0.059117,-0.059117,0.163707,0.818734,0.759617
fire_total,fire_20082000011_2008,2008,2007,-1,2,-0.002385,-0.002385,0.003277,0.028250,0.025864,-0.004799,-0.004799,0.000641,0.048353,0.043554,0.000275,0.000275,0.009878,0.031413,0.031688,0.003094,0.003094,0.077062,0.222854,0.225948,0.000584,0.000584,0.002246,0.097605,0.098189,-0.000358,-0.000358,0.004784,0.045506,0.045149,0.007872,0.007872,0.129897,0.658401,0.666273,0.012761,0.012761,0.133512,0.747836,0.760597
fire_total,fire_20082000011_2008,2008,2008,0,1,0.006105,0.006105,,0.021842,0.027947,0.007974,0.007974,,0.031303,0.039277,-0.008827,-0.008827,,0.034905,0.026078,0.055467,0.055467,,0.095598,0.151065,-0.036465,-0.036465,,0.119715,0.083250,-0.028655,-0.028655,,0.070435,0.041780,0.442990,0.442990,,0.180891,0.623881,0.252282,0.252282,,0.465068,0.717350
fire_total,fire_20082000011_2008,2008,2011,3,2,-0.017462,-0.017462,0.000078,0.032594,0.015133,-0.009006,-0.009006,0.012814,0.043581,0.034575,-0.018094,-0.018094,0.010033,0.037696,0.019602,0.038156,0.038156,0.042060,0.172130,0.210286,-0.063580,-0.063580,0.008207,0.159562,0.095982,-0.054299,-0.054299,0.010830,0.094401,0.040102,0.385313,0.385313,0.123139,0.300564,0.685877,0.172459,0.172459,0.092584,0.640694,0.813153
fire_total,fire_20082000011_2008,2008,2012,4,1,-0.007452,-0.007452,,0.036720,0.029268,-0.004331,-0.004331,,0.039305,0.034974,-0.010739,-0.010739,,0.039195,0.028456,0.010271,0.010271,,0.132200,0.142471,-0.028944,-0.028944,,0.104453,0.075509,-0.024048,-0.024048,,0.060617,0.036569,0.225319,0.225319,,0.371245,0.596564,0.117963,0.117963,,0.542635,0.660598
fire_total,fire_20082000011_2008,2008,2013,5,2,-0.012739,-0.012739,0.004054,0.034458,0.021719,-0.008910,-0.008910,0.004337,0.046785,0.037875,-0.012993,-0.012993,0.004822,0.038123,0.025129,0.040933,0.040933,0.066271,0.189249,0.230183,-0.043595,-0.043595,0.004716,0.152405,0.108811,-0.039029,-0.039029,0.001721,0.086783,0.047754,0.272927,0.272927,0.085073,0.372444,0.645371,0.127089,0.127089,0.079791,0.661896,0.788986
fire_total,fire_20082000011_2008,2008,2014,6,2,-0.002895,-0.002895,0.003627,0.024366,0.021471,0.000006,0.000006,0.000671,0.041099,0.041106,-0.006208,-0.006208,0.004113,0.029150,0.022942,0.032601,0.032601,0.052638,0.214370,0.246971,-0.051033,-0.051033,0.007186,0.151333,0.100300,-0.035771,-0.035771,0.005629,0.080053,0.044283,0.210833,0.210833,0.080472,0.461020,0.671853,0.048757,0.048757,0.049691,0.759445,0.808202
fire_total,fire_20082000011_2008,2008,2015,7,1,-0.001691,-0.001691,,0.055475,0.053784,0.000619,0.000619,,0.062267,0.062886,-0.003177,-0.003177,,0.049329,0.046152,-0.020969,-0.020969,,0.196729,0.175760,-0.038266,-0.038266,,0.126975,0.088709,-0.022371,-0.022371,,0.062666,0.040295,0.110100,0.110100,,0.517128,0.627228,-0.013435,-0.013435,,0.617081,0.603646
fire_total,fire_20082000011_2008,2008,2016,8,2,0.002770,0.002770,0.000982,0.029288,0.032058,0.004001,0.004001,0.008207,0.043341,0.047342,0.007837,0.007837,0.005775,0.031571,0.039408,-0.037881,-0.037881,0.028196,0.258253,0.220371,-0.058630,-0.058630,0.004745,0.155781,0.097152,-0.026688,-0.026688,0.007077,0.075557,0.048869,0.083858,0.083858,0.060172,0.547074,0.630932,-0.087888,-0.087888,0.062431,0.787728,0.699840
fire_total,fire_20082000011_2008,2008,2017,9,2,-0.005149,-0.005149,0.003918,0.023829,0.018680,-0.007473,-0.007473,0.003588,0.045650,0.038178,-0.006909,-0.006909,0.004190,0.030100,0.023191,-0.081592,-0.081592,0.017034,0.289582,0.207991,-0.065780,-0.065780,0.005407,0.157555,0.091775,-0.032718,-0.032718,0.004288,0.071445,0.038727,0.084220,0.084220,0.072000,0.583827,0.668046,-0.013444,-0.013444,0.056957,0.807596,0.794152
fire_total,fire_20082000011_2008,2008,2019,11,2,-0.006587,-0.006587,0.000214,0.029625,0.023038,-0.008449,-0.008449,0.003218,0.052773,0.044324,-0.004235,-0.004235,0.002469,0.032018,0.027783,-0.062617,-0.062617,0.017073,0.289046,0.226429,-0.051205,-0.051205,0.001187,0.160195,0.108990,-0.025183,-0.025183,0.005785,0.072711,0.047528,0.047269,0.047269,0.068055,0.612322,0.659591,-0.028308,-0.028308,0.046977,0.815264,0.786956
fire_total,fire_20082000011_2008,2008,2020,12,2,0.002784,0.002784,0.000379,0.014541,0.017326,-0.002440,-0.002440,0.001877,0.031275,0.028834,-0.001609,-0.001609,0.002022,0.020702,0.019092,-0.055446,-0.055446,0.029897,0.258700,0.203254,-0.045059,-0.045059,0.007662,0.134682,0.089623,-0.017772,-0.017772,0.000846,0.056204,0.038432,0.028976,0.028976,0.043223,0.648851,0.677827,-0.044156,-0.044156,0.058863,0.853990,0.809835
fire_total,fire_20082000011_2008,2008,2021,13,2,-0.005741,-0.005741,0.000301,0.026565,0.020824,-0.007411,-0.007411,0.001808,0.042770,0.035359,-0.004764,-0.004764,0.003685,0.028105,0.023342,-0.082905,-0.082905,0.011036,0.282027,0.199122,-0.053219,-0.053219,0.000477,0.152089,0.098871,-0.021904,-0.021904,0.004687,0.064138,0.042234,0.018267,0.018267,0.059583,0.622648,0.640916,-0.026492,-0.026492,0.044428,0.819719,0.793227
fire_total,fire_20082000011_2008,2008,2022,14,2,-0.005156,-0.005156,0.001924,0.025225,0.020068,-0.008752,-0.008752,0.007185,0.044688,0.035936,-0.004696,-0.004696,0.001254,0.027597,0.022901,-0.106768,-0.106768,0.016820,0.307141,0.200373,-0.060039,-0.060039,0.011386,0.156118,0.096079,-0.022770,-0.022770,0.003753,0.066235,0.043465,-0.018694,-0.018694,0.018629,0.658248,0.639554,-0.046134,-0.046134,0.013910,0.832593,0.786459
fire_total,fire_20082000011_2008,2008,2023,15,2,-0.001478,-0.001478,0.001099,0.020990,0.019512,-0.008031,-0.008031,0.004084,0.040495,0.032464,-0.002791,-0.002791,0.002819,0.024125,0.021334,-0.113698,-0.113698,0.029849,0.295192,0.181494,-0.051851,-0.051851,0.005114,0.147215,0.095364,-0.017050,-0.017050,0.000738,0.060356,0.043306,-0.037708,-0.037708,0.005631,0.649884,0.612176,-0.046114,-0.046114,0.005600,0.828683,0.782569
fire_total,fire_20082000011_2008,2008,2024,16,2,-0.007432,-0.007432,0.005551,0.032031,0.024599,-0.008236,-0.008236,0.000583,0.049899,0.041663,-0.002180,-0.002180,0.002422,0.029928,0.027748,-0.109031,-0.109031,0.027719,0.294718,0.185688,-0.047142,-0.047142,0.011288,0.157301,0.110158,-0.016583,-0.016583,0.003695,0.065568,0.048985,-0.076556,-0.076556,0.015063,0.645548,0.568993,-0.083115,-0.083115,0.012250,0.838916,0.755801
fire_total,fire_20082000011_2008,2008,2025,17,2,-0.004923,-0.004923,0.001556,0.027921,0.022998,-0.005857,-0.005857,0.001867,0.049356,0.043499,-0.001863,-0.001863,0.002985,0.028746,0.026882,-0.115438,-0.115438,0.032970,0.310565,0.195127,-0.048592,-0.048592,0.003967,0.146211,0.097619,-0.016108,-0.016108,0.004268,0.061910,0.045802,-0.054131,-0.054131,0.000049,0.669312,0.615181,-0.076821,-0.076821,0.028211,0.832825,0.756004
fire_total,fire_20091080313_2009,2009,2006,-3,6,-0.002324,-0.001726,0.002644,0.023616,0.020873,-0.001038,-0.000470,0.005478,0.041945,0.043788,0.001087,0.002915,0.003579,0.027858,0.032891,0.019758,0.017990,0.026627,0.209152,0.242729,0.006984,0.006020,0.013311,0.111272,0.120959,0.001863,0.001686,0.011478,0.050133,0.054959,-0.006355,0.018194,0.053494,0.625943,0.640363,0.013371,0.005329,0.028755,0.755572,0.767044
fire_total,fire_20091080313_2009,2009,2007,-2,9,0.000852,0.000532,0.002422,0.025197,0.025197,0.000192,0.001308,0.008255,0.044942,0.048765,0.000302,0.001108,0.007881,0.033337,0.033530,0.024970,0.016556,0.048480,0.202435,0.239340,0.011014,0.006126,0.028747,0.106900,0.127607,0.006958,0.001649,0.015980,0.050360,0.058060,0.018279,0.016228,0.040100,0.595974,0.619463,0.006388,0.007091,0.039619,0.715694,0.711367
fire_total,fire_20091080313_2009,2009,2010,1,6,0.000391,-0.000706,0.005068,0.024682,0.023698,0.007212,0.003901,0.012324,0.036355,0.041010,-0.005898,-0.010077,0.010462,0.041134,0.031420,0.092173,0.084127,0.053861,0.123922,0.230712,-0.051122,-0.057071,0.026062,0.171869,0.122534,-0.072641,-0.072181,0.013311,0.127889,0.057215,0.603088,0.599753,0.106802,0.012151,0.602819,0.247040,0.240548,0.083127,0.512557,0.740918
fire_total,fire_20091080313_2009,2009,2011,2,10,-0.004977,-0.003708,0.004443,0.032567,0.027425,0.003348,0.003264,0.006867,0.042983,0.045355,-0.008044,-0.007286,0.004666,0.042743,0.034795,0.035008,0.058836,0.057591,0.165152,0.244304,-0.047348,-0.045706,0.019025,0.153045,0.120127,-0.049294,-0.049405,0.015407,0.098217,0.053103,0.398848,0.390984,0.158685,0.251006,0.644833,0.138480,0.156383,0.106185,0.614233,0.741704
fire_total,fire_20091080313_2009,2009,2013,4,7,-0.010298,-0.010480,0.005256,0.031839,0.019340,-0.008112,-0.005629,0.008124,0.046152,0.035785,-0.013132,-0.013251,0.006871,0.038879,0.022640,0.018013,0.026323,0.037922,0.177190,0.205061,-0.049170,-0.053609,0.019291,0.168596,0.103023,-0.041814,-0.043438,0.014622,0.097110,0.051240,0.294059,0.274028,0.134225,0.317828,0.621601,0.149043,0.119827,0.063779,0.653895,0.799117
fire_total,fire_20091080313_2009,2009,2014,5,7,-0.006504,-0.007072,0.003459,0.027631,0.020852,-0.005967,-0.005695,0.005483,0.046235,0.040419,-0.011976,-0.009922,0.008615,0.037105,0.026765,-0.011632,-0.007812,0.035393,0.238996,0.241953,-0.061930,-0.064415,0.024003,0.181535,0.112097,-0.042639,-0.045615,0.010338,0.099860,0.052794,0.178028,0.199870,0.074067,0.432219,0.612949,0.082351,0.060250,0.048047,0.707620,0.784190
fire_total,fire_20091080313_2009,2009,2015,6,10,-0.010437,-0.004688,0.024559,0.039896,0.027534,-0.006978,-0.003288,0.020539,0.055049,0.047239,-0.003355,-0.003373,0.017122,0.043121,0.039470,-0.012457,-0.004976,0.045558,0.241499,0.245899,-0.046688,-0.056057,0.034533,0.177623,0.126425,-0.036836,-0.039210,0.019791,0.092263,0.057868,0.209872,0.187915,0.095636,0.421778,0.584217,0.022879,0.027644,0.075416,0.663026,0.697203
fire_total,fire_20091080313_2009,2009,2016,7,3,-0.010451,-0.009955,0.004229,0.025803,0.020248,-0.011715,-0.012247,0.004999,0.050360,0.042825,-0.014740,-0.012311,0.006160,0.037683,0.022365,-0.033715,-0.035374,0.033759,0.258315,0.252705,-0.070895,-0.064250,0.014589,0.187915,0.117020,-0.048922,-0.044834,0.017710,0.095570,0.052808,0.200802,0.176509,0.113397,0.444122,0.644924,0.065515,0.054316,0.069471,0.748798,0.802067
fire_total,fire_20091080313_2009,2009,2019,10,9,-0.009199,-0.011746,0.012350,0.043182,0.034850,-0.012925,-0.011316,0.009739,0.062735,0.059009,-0.012375,-0.013706,0.013304,0.049480,0.039772,-0.029658,-0.026990,0.038054,0.272037,0.256060,-0.041140,-0.052236,0.032500,0.183295,0.123125,-0.035613,-0.035284,0.017398,0.097055,0.059916,0.175555,0.136502,0.066774,0.482355,0.605922,0.071488,0.050037,0.088290,0.669814,0.778763
fire_total,fire_20091080313_2009,2009,2021,12,5,-0.005046,-0.006905,0.007509,0.024524,0.025280,-0.015798,-0.018903,0.011536,0.057180,0.044915,-0.020887,-0.019517,0.014390,0.045135,0.030780,-0.048138,-0.050806,0.049302,0.283533,0.249323,-0.055715,-0.051758,0.039089,0.172927,0.121241,-0.042927,-0.039430,0.025940,0.088915,0.056932,0.112337,0.106546,0.078048,0.522537,0.634874,0.021107,0.055403,0.057272,0.725346,0.773347
fire_total,fire_20091080313_2009,2009,2022,13,10,-0.005576,-0.004775,0.004175,0.022448,0.017868,-0.004221,-0.004785,0.006250,0.040542,0.036259,-0.007411,-0.006881,0.007574,0.031749,0.024139,-0.034423,-0.039465,0.041708,0.262577,0.221664,-0.028566,-0.033995,0.035109,0.139928,0.110145,-0.017243,-0.018289,0.017830,0.062762,0.046496,0.029893,0.046192,0.073948,0.601885,0.645897,0.014311,0.011235,0.040605,0.782158,0.793038
fire_total,fire_20091080313_2009,2009,2024,15,10,-0.013695,-0.012767,0.006184,0.036129,0.024139,-0.007562,-0.008991,0.007047,0.053549,0.046221,-0.011949,-0.011869,0.008946,0.043018,0.033516,-0.011172,-0.003664,0.057378,0.217189,0.225225,-0.036396,-0.043718,0.027065,0.171113,0.127305,-0.052931,-0.046666,0.026959,0.108757,0.060975,0.281000,0.244064,0.184168,0.308823,0.572379,0.084423,0.089093,0.089194,0.658986,0.757970
fire_total,fire_20091080313_2009,2009,2025,16,10,-0.015159,-0.014278,0.005530,0.034864,0.020358,-0.011646,-0.012603,0.007356,0.057118,0.047080,-0.018301,-0.016052,0.009267,0.043842,0.028937,-0.028579,-0.019155,0.040654,0.232225,0.227460,-0.045093,-0.048413,0.023792,0.165104,0.115383,-0.047299,-0.038848,0.021296,0.094009,0.053839,0.202869,0.174434,0.114689,0.429442,0.607612,0.114480,0.107150,0.073864,0.660110,0.774674
fire_total,fire_20091080315_2009,2009,2006,-3,1,0.000715,0.000715,,0.020440,0.021155,-0.001045,-0.001045,,0.036253,0.035208,-0.000825,-0.000825,,0.025555,0.024730,-0.002901,-0.002901,,0.197966,0.195065,0.006449,0.006449,,0.096546,0.102995,-0.001127,-0.001127,,0.042742,0.041615,0.000277,0.000277,,0.622609,0.622886,0.000946,0.000946,,0.756386,0.757332
fire_total,fire_20091080315_2009,2009,2007,-2,2,0.004496,0.004496,0.003811,0.028175,0.032670,0.007693,0.007693,0.006213,0.043609,0.051302,0.001464,0.001464,0.000322,0.030993,0.032458,0.099921,0.099921,0.103197,0.196948,0.296870,0.050826,0.050826,0.043918,0.086839,0.137665,0.019732,0.019732,0.014429,0.038665,0.058397,0.005331,0.005331,0.045088,0.671839,0.677171,0.075342,0.075342,0.060944,0.728456,0.803798
fire_total,fire_20091080315_2009,2009,2008,-1,2,-0.002420,-0.002420,0.004278,0.019924,0.017504,-0.000674,-0.000674,0.006923,0.035290,0.034616,-0.003314,-0.003314,0.002819,0.022874,0.019560,0.065636,0.065636,0.111471,0.196790,0.262427,0.041649,0.041649,0.047602,0.091204,0.132853,0.013860,0.013860,0.020476,0.038934,0.052794,0.008362,0.008362,0.033666,0.671256,0.679619,0.071047,0.071047,0.054526,0.789066,0.860113
fire_total,fire_20091080315_2009,2009,2009,0,1,0.018040,0.018040,,0.026902,0.044942,0.024077,0.024077,,0.034341,0.058418,-0.003726,-0.003726,,0.041106,0.037380,0.363467,0.363467,,0.090923,0.454390,0.082665,0.082665,,0.125683,0.208348,-0.041264,-0.041264,,0.119069,0.077805,0.843829,0.843829,,-0.136222,0.707607,0.466200,0.466200,,0.381778,0.847978
fire_total,fire_20091080315_2009,2009,2010,1,2,-0.001464,-0.001464,0.007087,0.020447,0.018982,0.003445,0.003445,0.000457,0.033111,0.036556,-0.005507,-0.005507,0.007710,0.030237,0.024730,0.140181,0.140181,0.191750,0.129587,0.269769,0.010663,0.010663,0.000340,0.116435,0.127099,-0.029164,-0.029164,0.045639,0.080940,0.051777,0.396028,0.396028,0.571979,0.258066,0.654094,0.222680,0.222680,0.318040,0.584099,0.806779
fire_total,fire_20091080315_2009,2009,2012,3,3,-0.016239,-0.012178,0.010157,0.031014,0.020234,-0.001952,-0.003635,0.009470,0.037627,0.034891,-0.020818,-0.014937,0.013134,0.039195,0.024194,0.045485,0.108180,0.135736,0.156661,0.222703,-0.006298,-0.024402,0.076008,0.190940,0.095735,-0.068310,-0.046562,0.054372,0.127690,0.042275,0.453456,0.353068,0.360191,0.238280,0.691736,0.178444,0.183708,0.130713,0.622491,0.800935
fire_total,fire_20091080315_2009,2009,2013,4,3,-0.010354,-0.010203,0.009976,0.033365,0.017181,0.003699,-0.002704,0.011449,0.044887,0.040474,-0.015743,-0.011875,0.013979,0.040281,0.024538,0.014369,0.080584,0.121442,0.182883,0.237759,-0.004469,-0.029930,0.062903,0.175499,0.099516,-0.045499,-0.037886,0.041549,0.114325,0.045341,0.370771,0.283990,0.289519,0.306839,0.677610,0.153220,0.132401,0.147070,0.677345,0.830565
